Person_ID,Activity_Type,Activity_Frequency,Activity_Rating,Has_Social_Circle
Frist_2 Last name_81,Music,Monthly,2,No
Frist_2 Last name_81,Social Media,Daily,5,Yes
Frist_2 Last name_153,Music,Rarely,2,No
Frist_2 Last name_153,Volunteering,Rarely,1,No
Frist_2 Last name_153,Movies,Rarely,1,No
Frist_2 Last name_125,Music,Daily,3,No
Frist_2 Last name_125,Outdoor Sports,Rarely,1,Yes
Frist_2 Last name_125,Traveling,Rarely,4,Yes
Frist_2 Last name_125,Social Media,Daily,3,No
Frist_2 Last name_125,Movies,Monthly,2,No
Frist_2 Last name_125,Cooking,Monthly,4,No
Frist_2 Last name_53,Traveling,Weekly,3,Yes
Frist_2 Last name_269,Outdoor Sports,Monthly,2,No
Frist_2 Last name_269,Cooking,Weekly,5,Yes
Frist_2 Last name_269,Traveling,Weekly,1,Yes
Frist_2 Last name_269,Music,Rarely,3,No
Frist_2 Last name_269,Reading,Daily,1,No
Frist_2 Last name_269,Social Media,Daily,4,No
Frist_2 Last name_269,Movies,Daily,3,Yes
Frist_2 Last name_269,Volunteering,Daily,5,Yes
Frist_2 Last name_89,Cooking,Rarely,3,Yes
Frist_2 Last name_89,Music,Daily,4,Yes
Frist_2 Last name_89,Outdoor Sports,Rarely,3,No
Frist_2 Last name_89,Volunteering,Monthly,3,No
Frist_2 Last name_89,Reading,Rarely,3,No
Frist_2 Last name_89,Traveling,Weekly,3,Yes
Frist_2 Last name_89,Social Media,Weekly,4,Yes
Frist_2 Last name_17,Music,Rarely,1,No
Frist_2 Last name_17,Movies,Weekly,1,Yes
Frist_2 Last name_17,Traveling,Rarely,4,No
Frist_2 Last name_17,Cooking,Daily,3,No
Frist_2 Last name_17,Social Media,Rarely,2,Yes
Frist_2 Last name_17,Volunteering,Daily,4,No
Frist_2 Last name_161,Cooking,Weekly,3,Yes
Frist_2 Last name_161,Music,Monthly,5,Yes
Frist_2 Last name_161,Social Media,Weekly,2,Yes
Frist_2 Last name_161,Movies,Daily,4,Yes
Frist_2 Last name_161,Outdoor Sports,Weekly,5,Yes
Frist_2 Last name_161,Traveling,Rarely,2,Yes
Frist_2 Last name_197,Reading,Weekly,2,No
Frist_2 Last name_197,Social Media,Rarely,5,Yes
Frist_2 Last name_197,Outdoor Sports,Weekly,5,No
Frist_2 Last name_197,Traveling,Monthly,2,No
Frist_2 Last name_197,Cooking,Daily,3,No
Frist_2 Last name_233,Social Media,Rarely,5,No
Frist_2 Last name_233,Music,Weekly,4,No
Frist_2 Last name_233,Reading,Rarely,2,Yes
Frist_2 Last name_233,Cooking,Weekly,4,No
Frist_2 Last name_233,Movies,Rarely,1,No
Frist_2 Last name_233,Traveling,Monthly,3,Yes
Frist_2 Last name_181,Social Media,Weekly,1,No
Frist_2 Last name_181,Outdoor Sports,Rarely,4,No
Frist_2 Last name_145,Outdoor Sports,Daily,4,No
Frist_2 Last name_145,Movies,Daily,5,Yes
Frist_2 Last name_217,Traveling,Rarely,1,No
Frist_2 Last name_217,Cooking,Rarely,5,No
Frist_2 Last name_217,Social Media,Daily,1,No
Frist_2 Last name_217,Volunteering,Monthly,1,No
Frist_2 Last name_217,Reading,Monthly,4,No
Frist_2 Last name_253,Outdoor Sports,Daily,3,Yes
Frist_2 Last name_253,Social Media,Monthly,2,Yes
Frist_2 Last name_253,Music,Monthly,3,No
Frist_2 Last name_253,Volunteering,Weekly,1,No
Frist_2 Last name_253,Cooking,Weekly,1,Yes
Frist_2 Last name_253,Movies,Monthly,1,No
Frist_2 Last name_73,Reading,Monthly,3,Yes
Frist_2 Last name_73,Social Media,Weekly,1,No
Frist_2 Last name_73,Music,Weekly,3,No
Frist_2 Last name_73,Cooking,Weekly,3,Yes
Frist_2 Last name_73,Movies,Daily,2,Yes
Frist_2 Last name_73,Traveling,Daily,3,Yes
Frist_2 Last name_73,Volunteering,Weekly,3,Yes
Frist_2 Last name_109,Music,Weekly,5,Yes
Frist_2 Last name_109,Movies,Rarely,3,No
Frist_2 Last name_109,Social Media,Rarely,1,Yes
Frist_2 Last name_109,Outdoor Sports,Weekly,2,Yes
Frist_2 Last name_109,Cooking,Monthly,2,Yes
Frist_2 Last name_109,Reading,Weekly,5,No
Frist_2 Last name_109,Traveling,Weekly,1,Yes
Frist_2 Last name_37,Volunteering,Weekly,2,No
Frist_2 Last name_37,Traveling,Rarely,5,No
Frist_2 Last name_37,Cooking,Rarely,3,Yes
Frist_2 Last name_77,Cooking,Monthly,1,No
Frist_2 Last name_77,Music,Monthly,2,Yes
Frist_2 Last name_77,Social Media,Weekly,5,No
Frist_2 Last name_77,Traveling,Rarely,4,No
Frist_2 Last name_77,Volunteering,Rarely,2,No
Frist_2 Last name_41,Movies,Rarely,1,No
Frist_2 Last name_41,Cooking,Monthly,3,No
Frist_2 Last name_41,Traveling,Weekly,2,Yes
Frist_2 Last name_113,Traveling,Rarely,5,Yes
Frist_2 Last name_257,Cooking,Daily,4,Yes
Frist_2 Last name_221,Movies,Daily,1,No
Frist_2 Last name_221,Cooking,Rarely,3,No
Frist_2 Last name_221,Music,Monthly,3,Yes
Frist_2 Last name_185,Volunteering,Monthly,1,No
Frist_2 Last name_185,Movies,Daily,2,No
Frist_2 Last name_185,Cooking,Monthly,3,No
Frist_2 Last name_185,Music,Monthly,4,Yes
Frist_2 Last name_185,Outdoor Sports,Weekly,2,Yes
Frist_2 Last name_185,Reading,Monthly,5,No
Frist_2 Last name_185,Social Media,Weekly,1,Yes
Frist_2 Last name_185,Traveling,Rarely,1,Yes
Frist_2 Last name_149,Reading,Daily,1,No
Frist_2 Last name_149,Cooking,Weekly,4,Yes
Frist_2 Last name_149,Volunteering,Monthly,3,No
Frist_2 Last name_5,Outdoor Sports,Rarely,1,No
Frist_2 Last name_5,Social Media,Monthly,5,Yes
Frist_2 Last name_5,Cooking,Weekly,4,Yes
Frist_2 Last name_5,Music,Rarely,4,No
Frist_2 Last name_5,Movies,Weekly,4,No
Frist_2 Last name_5,Traveling,Monthly,1,No
Frist_2 Last name_5,Reading,Rarely,5,No
Frist_2 Last name_285,Cooking,Weekly,1,Yes
Frist_2 Last name_285,Volunteering,Rarely,5,Yes
Frist_2 Last name_289,Outdoor Sports,Rarely,5,Yes
Frist_2 Last name_289,Music,Daily,2,Yes
Frist_2 Last name_289,Cooking,Rarely,5,No
Frist_2 Last name_289,Movies,Daily,5,No
Frist_1 Last name_195,Social Media,Daily,4,Yes
Frist_1 Last name_195,Volunteering,Daily,2,No
Frist_1 Last name_195,Music,Daily,3,No
Frist_1 Last name_195,Outdoor Sports,Weekly,1,Yes
Frist_1 Last name_187,Volunteering,Monthly,3,No
Frist_1 Last name_187,Music,Daily,3,No
Frist_1 Last name_187,Social Media,Rarely,1,No
Frist_1 Last name_267,Outdoor Sports,Rarely,5,Yes
Frist_1 Last name_267,Traveling,Rarely,3,No
Frist_1 Last name_267,Reading,Monthly,4,No
Frist_1 Last name_267,Volunteering,Rarely,2,Yes
Frist_1 Last name_231,Social Media,Monthly,2,No
Frist_1 Last name_231,Cooking,Rarely,3,Yes
Frist_1 Last name_231,Outdoor Sports,Rarely,5,No
Frist_1 Last name_231,Volunteering,Weekly,2,No
Frist_1 Last name_231,Movies,Weekly,5,No
Frist_1 Last name_7,Traveling,Rarely,3,No
Frist_1 Last name_7,Outdoor Sports,Daily,3,No
Frist_1 Last name_7,Reading,Daily,4,No
Frist_1 Last name_7,Movies,Daily,4,Yes
Frist_1 Last name_7,Cooking,Rarely,3,No
Frist_1 Last name_151,Cooking,Monthly,4,No
Frist_1 Last name_151,Social Media,Rarely,3,No
Frist_1 Last name_151,Music,Daily,3,No
Frist_1 Last name_151,Traveling,Daily,1,No
Frist_1 Last name_151,Volunteering,Monthly,1,No
Frist_1 Last name_151,Outdoor Sports,Rarely,4,Yes
Frist_1 Last name_51,Outdoor Sports,Rarely,4,No
Frist_1 Last name_51,Movies,Daily,5,No
Frist_1 Last name_51,Cooking,Daily,1,Yes
Frist_1 Last name_51,Social Media,Weekly,2,No
Frist_1 Last name_51,Traveling,Rarely,5,No
Frist_1 Last name_51,Reading,Monthly,5,Yes
Frist_1 Last name_51,Volunteering,Rarely,1,No
Frist_1 Last name_51,Music,Rarely,1,Yes
Frist_1 Last name_87,Cooking,Weekly,1,No
Frist_1 Last name_87,Reading,Daily,1,Yes
Frist_1 Last name_87,Movies,Monthly,3,Yes
Frist_1 Last name_87,Traveling,Daily,4,No
Frist_1 Last name_87,Social Media,Weekly,5,Yes
Frist_1 Last name_87,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_87,Music,Weekly,2,No
Frist_1 Last name_259,Volunteering,Rarely,2,Yes
Frist_1 Last name_259,Traveling,Weekly,2,Yes
Frist_1 Last name_259,Social Media,Monthly,5,Yes
Frist_1 Last name_259,Movies,Daily,1,No
Frist_1 Last name_259,Cooking,Rarely,4,No
Frist_1 Last name_223,Cooking,Monthly,3,Yes
Frist_1 Last name_223,Volunteering,Rarely,5,Yes
Frist_1 Last name_223,Traveling,Daily,2,No
Frist_1 Last name_223,Reading,Daily,1,Yes
Frist_1 Last name_223,Movies,Daily,3,No
Frist_1 Last name_223,Music,Monthly,3,No
Frist_1 Last name_223,Outdoor Sports,Daily,4,Yes
Frist_1 Last name_223,Social Media,Monthly,2,No
Frist_1 Last name_115,Outdoor Sports,Weekly,2,No
Frist_1 Last name_115,Cooking,Daily,4,Yes
Frist_1 Last name_115,Movies,Monthly,5,No
Frist_1 Last name_115,Volunteering,Weekly,4,Yes
Frist_1 Last name_115,Social Media,Monthly,3,Yes
Frist_1 Last name_115,Traveling,Monthly,1,Yes
Frist_1 Last name_115,Reading,Weekly,2,No
Frist_1 Last name_79,Cooking,Weekly,4,No
Frist_1 Last name_79,Movies,Monthly,3,Yes
Frist_1 Last name_79,Volunteering,Daily,1,No
Frist_1 Last name_79,Outdoor Sports,Monthly,3,Yes
Frist_1 Last name_159,Volunteering,Monthly,2,Yes
Frist_1 Last name_159,Social Media,Daily,2,No
Frist_1 Last name_159,Cooking,Monthly,3,No
Frist_1 Last name_159,Movies,Daily,3,No
Frist_1 Last name_159,Reading,Weekly,4,Yes
Frist_1 Last name_123,Outdoor Sports,Weekly,2,Yes
Frist_1 Last name_123,Social Media,Weekly,5,Yes
Frist_1 Last name_123,Reading,Rarely,4,No
Frist_1 Last name_123,Traveling,Daily,2,No
Frist_1 Last name_123,Music,Rarely,4,Yes
Frist_1 Last name_123,Movies,Weekly,2,Yes
Frist_1 Last name_19,Movies,Rarely,4,No
Frist_1 Last name_19,Volunteering,Daily,5,No
Frist_1 Last name_55,Reading,Monthly,3,Yes
Frist_1 Last name_55,Traveling,Monthly,4,No
Frist_1 Last name_55,Social Media,Daily,3,Yes
Frist_1 Last name_55,Outdoor Sports,Weekly,4,No
Frist_1 Last name_55,Movies,Daily,5,No
Frist_1 Last name_91,Volunteering,Daily,3,Yes
Frist_1 Last name_91,Traveling,Rarely,4,Yes
Frist_1 Last name_91,Music,Rarely,4,No
Frist_1 Last name_91,Reading,Daily,2,No
Frist_1 Last name_91,Movies,Daily,1,No
Frist_1 Last name_71,Social Media,Weekly,1,Yes
Frist_1 Last name_71,Reading,Daily,2,Yes
Frist_1 Last name_35,Movies,Rarely,2,No
Frist_1 Last name_35,Reading,Weekly,1,No
Frist_1 Last name_35,Social Media,Monthly,4,Yes
Frist_1 Last name_35,Volunteering,Monthly,3,Yes
Frist_1 Last name_163,Movies,Daily,1,Yes
Frist_1 Last name_163,Traveling,Weekly,4,No
Frist_1 Last name_271,Traveling,Daily,3,Yes
Frist_1 Last name_271,Outdoor Sports,Daily,1,No
Frist_1 Last name_271,Movies,Monthly,1,No
Frist_1 Last name_271,Social Media,Weekly,4,Yes
Frist_1 Last name_271,Volunteering,Weekly,2,No
Frist_1 Last name_127,Traveling,Weekly,5,Yes
Frist_1 Last name_127,Music,Weekly,4,Yes
Frist_1 Last name_127,Volunteering,Monthly,3,Yes
Frist_1 Last name_251,Cooking,Weekly,3,Yes
Frist_1 Last name_251,Traveling,Weekly,5,Yes
Frist_1 Last name_251,Volunteering,Daily,2,Yes
Frist_1 Last name_251,Social Media,Rarely,1,No
Frist_1 Last name_179,Outdoor Sports,Monthly,4,No
Frist_1 Last name_179,Movies,Rarely,3,Yes
Frist_1 Last name_179,Volunteering,Monthly,4,Yes
Frist_1 Last name_215,Cooking,Weekly,5,Yes
Frist_1 Last name_215,Movies,Monthly,4,Yes
Frist_1 Last name_215,Reading,Weekly,1,Yes
Frist_1 Last name_215,Outdoor Sports,Weekly,5,Yes
Frist_1 Last name_215,Volunteering,Daily,4,Yes
Frist_1 Last name_215,Music,Rarely,2,Yes
Frist_1 Last name_107,Reading,Monthly,2,Yes
Frist_1 Last name_107,Cooking,Monthly,2,No
Frist_1 Last name_107,Music,Rarely,3,No
Frist_1 Last name_107,Social Media,Weekly,1,No
Frist_1 Last name_199,Movies,Rarely,1,Yes
Frist_1 Last name_199,Reading,Daily,4,No
Frist_1 Last name_199,Volunteering,Daily,4,No
Frist_1 Last name_199,Outdoor Sports,Monthly,3,No
Frist_1 Last name_199,Traveling,Weekly,3,Yes
Frist_1 Last name_199,Social Media,Daily,5,Yes
Frist_1 Last name_199,Music,Weekly,5,Yes
Frist_1 Last name_199,Cooking,Weekly,1,No
Frist_1 Last name_235,Movies,Daily,4,No
Frist_1 Last name_235,Volunteering,Monthly,3,Yes
Frist_1 Last name_235,Traveling,Monthly,4,No
Frist_1 Last name_235,Reading,Monthly,4,No
Frist_1 Last name_235,Outdoor Sports,Daily,4,No
Frist_1 Last name_143,Traveling,Monthly,5,No
Frist_1 Last name_143,Social Media,Weekly,4,No
Frist_1 Last name_143,Music,Daily,3,Yes
Frist_1 Last name_143,Reading,Rarely,4,No
Frist_1 Last name_143,Outdoor Sports,Rarely,3,No
Frist_1 Last name_143,Cooking,Monthly,3,No
Frist_1 Last name_143,Volunteering,Rarely,2,Yes
Frist_1 Last name_191,Volunteering,Weekly,5,Yes
Frist_1 Last name_191,Social Media,Monthly,2,Yes
Frist_1 Last name_191,Reading,Weekly,4,No
Frist_1 Last name_191,Outdoor Sports,Weekly,5,No
Frist_1 Last name_191,Traveling,Weekly,5,No
Frist_1 Last name_155,Movies,Daily,2,No
Frist_1 Last name_155,Cooking,Rarely,1,No
Frist_1 Last name_155,Traveling,Weekly,1,No
Frist_1 Last name_155,Volunteering,Rarely,5,No
Frist_1 Last name_155,Social Media,Rarely,2,Yes
Frist_1 Last name_155,Outdoor Sports,Monthly,5,Yes
Frist_1 Last name_31,Social Media,Monthly,2,Yes
Frist_1 Last name_31,Music,Daily,5,Yes
Frist_1 Last name_31,Volunteering,Weekly,2,Yes
Frist_1 Last name_31,Reading,Daily,5,No
Frist_1 Last name_31,Outdoor Sports,Weekly,1,No
Frist_1 Last name_31,Cooking,Monthly,1,No
Frist_1 Last name_31,Movies,Daily,1,No
Frist_1 Last name_31,Traveling,Weekly,5,Yes
Frist_1 Last name_103,Outdoor Sports,Rarely,5,Yes
Frist_1 Last name_103,Cooking,Monthly,1,Yes
Frist_1 Last name_103,Traveling,Weekly,1,No
Frist_1 Last name_103,Reading,Weekly,2,Yes
Frist_1 Last name_103,Movies,Monthly,4,No
Frist_1 Last name_103,Social Media,Daily,5,No
Frist_1 Last name_227,Volunteering,Weekly,2,Yes
Frist_1 Last name_263,Social Media,Weekly,5,Yes
Frist_1 Last name_263,Traveling,Weekly,3,Yes
Frist_1 Last name_263,Movies,Monthly,4,No
Frist_1 Last name_263,Volunteering,Daily,4,No
Frist_1 Last name_263,Outdoor Sports,Rarely,3,Yes
Frist_1 Last name_263,Cooking,Weekly,2,No
Frist_1 Last name_11,Music,Daily,1,Yes
Frist_1 Last name_11,Traveling,Rarely,5,Yes
Frist_1 Last name_11,Social Media,Rarely,5,No
Frist_1 Last name_83,Outdoor Sports,Monthly,3,Yes
Frist_1 Last name_83,Cooking,Monthly,1,No
Frist_1 Last name_83,Volunteering,Weekly,1,No
Frist_1 Last name_47,Traveling,Monthly,4,No
Frist_1 Last name_47,Volunteering,Monthly,2,Yes
Frist_1 Last name_119,Social Media,Weekly,2,No
Frist_1 Last name_119,Cooking,Weekly,4,Yes
Frist_1 Last name_119,Volunteering,Rarely,4,Yes
Frist_1 Last name_119,Reading,Weekly,3,No
Frist_1 Last name_119,Outdoor Sports,Daily,1,Yes
Frist_1 Last name_67,Volunteering,Daily,1,Yes
Frist_1 Last name_67,Music,Daily,1,No
Frist_1 Last name_247,Cooking,Rarely,2,No
Frist_1 Last name_247,Movies,Rarely,1,Yes
Frist_1 Last name_247,Social Media,Rarely,1,No
Frist_1 Last name_247,Traveling,Daily,2,Yes
Frist_1 Last name_211,Reading,Daily,4,Yes
Frist_1 Last name_211,Movies,Rarely,5,Yes
Frist_1 Last name_211,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_211,Music,Monthly,3,No
Frist_1 Last name_211,Social Media,Rarely,5,Yes
Frist_1 Last name_211,Traveling,Rarely,3,No
Frist_1 Last name_211,Cooking,Daily,4,No
Frist_1 Last name_175,Traveling,Weekly,3,Yes
Frist_1 Last name_175,Movies,Rarely,2,Yes
Frist_1 Last name_175,Outdoor Sports,Monthly,1,Yes
Frist_1 Last name_175,Volunteering,Daily,2,Yes
Frist_1 Last name_139,Music,Rarely,2,No
Frist_1 Last name_147,Social Media,Weekly,5,Yes
Frist_1 Last name_147,Outdoor Sports,Rarely,1,No
Frist_1 Last name_147,Music,Rarely,4,No
Frist_1 Last name_147,Traveling,Daily,3,Yes
Frist_1 Last name_147,Reading,Weekly,4,No
Frist_1 Last name_147,Movies,Monthly,1,No
Frist_1 Last name_39,Movies,Rarely,1,No
Frist_1 Last name_75,Social Media,Daily,5,Yes
Frist_1 Last name_75,Outdoor Sports,Rarely,2,Yes
Frist_1 Last name_75,Cooking,Daily,3,Yes
Frist_1 Last name_75,Reading,Daily,3,No
Frist_1 Last name_75,Music,Weekly,3,Yes
Frist_1 Last name_75,Volunteering,Rarely,5,Yes
Frist_1 Last name_75,Movies,Rarely,2,No
Frist_1 Last name_183,Movies,Rarely,3,No
Frist_1 Last name_183,Outdoor Sports,Rarely,1,Yes
Frist_1 Last name_183,Music,Weekly,1,Yes
Frist_1 Last name_183,Cooking,Weekly,1,Yes
Frist_1 Last name_183,Traveling,Weekly,3,No
Frist_1 Last name_183,Social Media,Weekly,1,No
Frist_1 Last name_183,Reading,Rarely,1,Yes
Frist_1 Last name_183,Volunteering,Daily,1,No
Frist_1 Last name_111,Volunteering,Daily,2,Yes
Frist_1 Last name_219,Traveling,Weekly,5,Yes
Frist_1 Last name_219,Reading,Daily,1,No
Frist_1 Last name_219,Cooking,Rarely,4,No
Frist_1 Last name_255,Social Media,Monthly,4,No
Frist_1 Last name_255,Traveling,Daily,2,Yes
Frist_1 Last name_255,Music,Monthly,5,No
Frist_1 Last name_255,Cooking,Rarely,5,Yes
Frist_1 Last name_255,Outdoor Sports,Weekly,5,Yes
Frist_1 Last name_255,Reading,Weekly,5,No
Frist_1 Last name_291,Volunteering,Rarely,3,Yes
Frist_1 Last name_291,Movies,Monthly,4,Yes
Frist_1 Last name_291,Traveling,Weekly,1,No
Frist_1 Last name_291,Music,Weekly,3,Yes
Frist_1 Last name_291,Social Media,Weekly,3,No
Frist_1 Last name_291,Cooking,Monthly,2,Yes
Frist_1 Last name_59,Social Media,Monthly,1,Yes
Frist_1 Last name_59,Reading,Daily,2,Yes
Frist_1 Last name_59,Cooking,Rarely,2,No
Frist_1 Last name_59,Traveling,Rarely,4,No
Frist_1 Last name_23,Reading,Daily,5,No
Frist_1 Last name_23,Movies,Weekly,1,No
Frist_1 Last name_23,Traveling,Rarely,3,No
Frist_1 Last name_23,Outdoor Sports,Rarely,1,No
Frist_1 Last name_23,Cooking,Rarely,2,Yes
Frist_1 Last name_23,Music,Rarely,3,No
Frist_1 Last name_23,Social Media,Monthly,2,No
Frist_1 Last name_239,Outdoor Sports,Daily,1,Yes
Frist_1 Last name_239,Traveling,Daily,2,Yes
Frist_1 Last name_239,Cooking,Monthly,5,No
Frist_1 Last name_239,Volunteering,Monthly,5,No
Frist_1 Last name_275,Movies,Weekly,2,Yes
Frist_1 Last name_131,Movies,Weekly,4,Yes
Frist_1 Last name_131,Cooking,Weekly,1,Yes
Frist_1 Last name_131,Reading,Weekly,2,Yes
Frist_1 Last name_131,Social Media,Monthly,1,No
Frist_1 Last name_131,Music,Weekly,5,No
Frist_1 Last name_95,Music,Monthly,3,No
Frist_1 Last name_95,Volunteering,Weekly,4,Yes
Frist_1 Last name_95,Traveling,Monthly,5,No
Frist_1 Last name_95,Social Media,Daily,1,Yes
Frist_1 Last name_95,Cooking,Monthly,3,Yes
Frist_1 Last name_95,Reading,Monthly,3,No
Frist_1 Last name_95,Movies,Daily,4,Yes
Frist_1 Last name_95,Outdoor Sports,Rarely,3,No
Frist_1 Last name_167,Movies,Daily,4,No
Frist_1 Last name_167,Reading,Rarely,2,No
Frist_1 Last name_203,Traveling,Daily,5,Yes
Frist_1 Last name_203,Outdoor Sports,Monthly,5,Yes
Frist_1 Last name_203,Music,Rarely,2,Yes
Frist_1 Last name_203,Social Media,Weekly,4,Yes
Frist_1 Last name_203,Movies,Weekly,1,Yes
Frist_1 Last name_203,Reading,Weekly,3,Yes
Frist_1 Last name_27,Movies,Monthly,4,No
Frist_1 Last name_27,Traveling,Monthly,4,Yes
Frist_1 Last name_27,Reading,Daily,2,Yes
Frist_1 Last name_27,Social Media,Monthly,4,Yes
Frist_1 Last name_63,Social Media,Monthly,1,Yes
Frist_1 Last name_63,Volunteering,Rarely,5,No
Frist_1 Last name_243,Traveling,Rarely,5,No
Frist_1 Last name_243,Reading,Monthly,3,No
Frist_1 Last name_243,Music,Monthly,3,Yes
Frist_1 Last name_243,Social Media,Rarely,3,No
Frist_1 Last name_243,Movies,Daily,1,Yes
Frist_1 Last name_243,Outdoor Sports,Weekly,3,Yes
Frist_1 Last name_207,Music,Daily,2,Yes
Frist_1 Last name_207,Social Media,Rarely,4,No
Frist_1 Last name_279,Social Media,Monthly,1,No
Frist_1 Last name_279,Reading,Daily,4,Yes
Frist_1 Last name_135,Volunteering,Weekly,4,Yes
Frist_1 Last name_135,Movies,Monthly,5,Yes
Frist_1 Last name_135,Traveling,Daily,2,No
Frist_1 Last name_135,Outdoor Sports,Rarely,2,Yes
Frist_1 Last name_135,Music,Daily,3,No
Frist_1 Last name_171,Social Media,Weekly,1,No
Frist_1 Last name_171,Volunteering,Weekly,3,Yes
Frist_1 Last name_171,Music,Monthly,1,Yes
Frist_1 Last name_171,Reading,Daily,1,No
Frist_1 Last name_99,Traveling,Daily,1,No
Frist_1 Last name_43,Movies,Daily,5,Yes
Frist_1 Last name_43,Reading,Monthly,4,Yes
Frist_1 Last name_43,Traveling,Monthly,4,Yes
Frist_1 Last name_43,Music,Daily,1,No
Frist_1 Last name_43,Cooking,Monthly,4,Yes
Frist_1 Last name_15,Music,Monthly,5,Yes
Frist_1 Last name_15,Outdoor Sports,Weekly,2,Yes
Frist_1 Last name_15,Social Media,Rarely,2,Yes
Frist_1 Last name_15,Traveling,Daily,2,No
Frist_1 Last name_15,Volunteering,Monthly,1,No
Frist_1 Last name_15,Cooking,Daily,1,No
Frist_1 Last name_287,Cooking,Rarely,3,No
Frist_1 Last name_287,Movies,Weekly,4,Yes
Frist_1 Last name_287,Volunteering,Monthly,1,No
Frist_1 Last name_287,Traveling,Rarely,5,Yes
Frist_1 Last name_283,Volunteering,Monthly,2,No
Frist_1 Last name_283,Outdoor Sports,Rarely,3,No
Frist_1 Last name_283,Cooking,Weekly,4,Yes
Frist_1 Last name_3,Volunteering,Weekly,4,No
Frist_1 Last name_3,Outdoor Sports,Weekly,3,Yes
Frist_1 Last name_3,Social Media,Daily,3,No
Frist_1 Last name_3,Reading,Weekly,5,Yes
